"","NAME","Pop2015","Pop2016.x","ATF.Region","LicCount","LicCountMonthly","perCapFFLyear","perCapitaFFL","Category","PerCapCategory"
"238","Pennsylvania",12791904,12784227,8,30633,2552.75,239.615582545585,19.9679652121321,"10000 to 14999",1898.4336733609
"239","Rhode Island",1055607,1056426,6,1087,90.5833333333333,102.894097646215,8.57450813718456,"10000 to 14999",2161.70449798078
"240","South Carolina",4894834,4961119,1,13354,1112.83333333333,269.173144203959,22.4310953503299,"10000 to 14999",2353.1260917122
"241","South Dakota",857919,865454,3,6194,516.166666666667,715.6937283784,59.6411440315334,"10000 to 14999",2176.08363959768
"242","Tennessee",6595056,6651194,1,18427,1535.58333333333,277.048000704836,23.0873333920697,"10000 to 14999",2301.96074150091
"243","Texas",27429639,27862596,5,75956,6329.66666666667,272.609199803206,22.7174333169338,"10000 to 14999",1614.33536912389
"244","Utah",2990632,3051217,9,11105,925.416666666667,363.953137387475,30.3294281156229,"10000 to 14999",1089.54562112624
"245","Vermont",626088,624594,6,3724,310.333333333333,596.227309260095,49.6856091050079,"10000 to 14999",2157.49942500096
"246","Virginia",8367587,8411808,1,20580,1715,244.65608344841,20.3880069540341,"10000 to 14999",1410.94451721864
"247","Washington",7160290,7288000,9,14427,1202.25,197.955543358946,16.4962952799122,"10000 to 14999",1448.06668444993
"248","West Virginia",1841053,1831102,4,10736,894.666666666667,586.313596948723,48.8594664123936,"10000 to 14999",2633.24173720148
"249","Wisconsin",5767891,5778708,3,18875,1572.91666666667,326.63010486081,27.2191754050675,"10000 to 14999",1890.08921978588
"250","Wyoming",586555,585501,5,7358,613.166666666667,1256.70152570192,104.725127141827,"10000 to 14999",1756.3851642216
"251","Alabama",4853875,4863300,1,14761,1230.08333333333,303.518187239117,25.2931822699265,"15000 to 19999",2434.52828925343
"252","Alaska",737709,741894,9,7284,607,981.811417803622,81.8176181503018,"15000 to 19999",1220.89604437522
"253","Arizona",6817565,6931071,9,21759,1813.25,313.934166884166,26.1611805736805,"15000 to 19999",1878.62405418944
"254","Arkansas",2977853,2988248,5,15251,1270.91666666667,510.365940176317,42.5304950146931,"15000 to 19999",2498.54828294076
"255","California",38993940,39250017,9,30579,2548.25,77.9082465110779,6.49235387592316,"15000 to 19999",1422.12700486281
"256","Colorado",5448819,5540545,5,20702,1725.16666666667,373.645552919433,31.1371294099528,"15000 to 19999",1446.91776328045
"257","Connecticut",3584730,3576452,6,6473,539.416666666667,180.98942751084,15.08245229257,"15000 to 19999",1499.36313195136
"258","Delaware",944076,952065,8,1433,119.416666666667,150.514933329132,12.542911110761,"15000 to 19999",1568.62265326097
"259","Florida",20244914,20612439,1,38357,3196.41666666667,186.086663494796,15.5072219578996,"15000 to 19999",2101.27584636813
"260","Georgia",10199398,10310371,1,23825,1985.41666666667,231.078008735088,19.256500727924,"15000 to 19999",1792.46216296295
"261","Hawaii",1425157,1428557,9,1252,104.333333333333,87.6408851729402,7.30340709774502,"15000 to 19999",1063.87043673083
"262","Idaho",1652828,1683140,9,11462,955.166666666667,680.989103699039,56.7490919749199,"15000 to 19999",2096.43217564078
"263","Illinois",12839047,12801539,3,24367,2030.58333333333,190.344301571866,15.8620251309888,"15000 to 19999",1792.47808657449
"264","Indiana",6612768,6633053,4,17601,1466.75,265.352922703919,22.1127435586599,"15000 to 19999",2129.94026102231
"265","Iowa",3121997,3134693,5,15442,1286.83333333333,492.616023323496,41.051335276958,"15000 to 19999",1957.56757613797
"266","Kansas",2906721,2907289,5,13432,1119.33333333333,462.011172607883,38.5009310506569,"15000 to 19999",1835.60568764598
"267","Kentucky",4424611,4436974,4,16951,1412.58333333333,382.039651347968,31.8366376123307,"15000 to 19999",2443.57264401323
"268","Louisiana",4668960,4681666,5,14627,1218.91666666667,312.431514764189,26.0359595636824,"15000 to 19999",2456.69116891128
"269","Maine",1329453,1331479,6,6210,517.5,466.398643914023,38.866553659502,"15000 to 19999",2583.71209813359
"270","Maryland",5994983,6016447,8,7083,590.25,117.727289877232,9.81060748976929,"15000 to 19999",1162.5368745833
"271","Massachusetts",6784240,6811779,6,5880,490,86.3210623832629,7.19342186527191,"15000 to 19999",1547.08546572645
"272","Michigan",9917715,9928300,4,26151,2179.25,263.398541200554,21.9498784333795,"15000 to 19999",2100.89449031354
"273","Minnesota",5482435,5519952,3,17391,1449.25,315.057087452934,26.2547572877445,"15000 to 19999",1644.98081600603
"274","Mississippi",2989390,2988726,1,11264,938.666666666667,376.882992954188,31.4069160795157,"15000 to 19999",2733.78361471738
"275","Missouri",6076204,6093000,5,26691,2224.25,438.060068931561,36.5050057442967,"15000 to 19999",2109.96404992327
"276","Montana",1032073,1042520,9,12987,1082.25,1245.73149675786,103.810958063155,"15000 to 19999",2210.52386798221
"277","Nebraska",1893765,1907116,5,8228,685.666666666667,431.436787274607,35.9530656062173,"15000 to 19999",1886.17024815645
"278","Nevada",2883758,2940058,9,7452,621,253.464387437255,21.1220322864379,"15000 to 19999",1734.51170313182
"279","New Hampshire",1330111,1334795,6,5961,496.75,446.585430721571,37.215452560131,"15000 to 19999",1517.69175655265
"280","New Jersey",8935421,8944469,8,3957,329.75,44.2396300998975,3.68663584165812,"15000 to 19999",1427.1126117057
"281","New Mexico",2080328,2081015,5,8291,690.916666666667,398.411352152675,33.200946012723,"15000 to 19999",2343.62119819567
"282","New York",19747183,19745289,6,19935,1661.25,100.960791204423,8.41339926703529,"15000 to 19999",1758.31313256174
"283","North Carolina",10035186,10146788,1,28769,2397.41666666667,283.528147035298,23.6273455862749,"15000 to 19999",2298.16069178987
"284","North Dakota",756835,757952,3,4952,412.666666666667,653.339525458077,54.4449604548397,"15000 to 19999",1698.18718743187
"285","Ohio",11605090,11614373,4,29632,2469.33333333333,255.132153926863,21.2610128272386,"15000 to 19999",2183.2318835959
"286","Oklahoma",3907414,3923561,5,18364,1530.33333333333,468.044207800006,39.0036839833339,"15000 to 19999",2175.99563291732
"287","Oregon",4024634,4093465,9,17350,1445.83333333333,423.846301360828,35.3205251134023,"15000 to 19999",1968.21512217012
"288","Pennsylvania",12791904,12784227,8,30633,2552.75,239.615582545585,19.9679652121321,"15000 to 19999",2014.66430642381
"289","Rhode Island",1055607,1056426,6,1087,90.5833333333333,102.894097646215,8.57450813718456,"15000 to 19999",1775.68583762707
"290","South Carolina",4894834,4961119,1,13354,1112.83333333333,269.173144203959,22.4310953503299,"15000 to 19999",2201.31150515012
"291","South Dakota",857919,865454,3,6194,516.166666666667,715.6937283784,59.6411440315334,"15000 to 19999",1819.99722584533
"292","Tennessee",6595056,6651194,1,18427,1535.58333333333,277.048000704836,23.0873333920697,"15000 to 19999",2263.59472914256
"293","Texas",27429639,27862596,5,75956,6329.66666666667,272.609199803206,22.7174333169338,"15000 to 19999",1717.37805225946
"294","Utah",2990632,3051217,9,11105,925.416666666667,363.953137387475,30.3294281156229,"15000 to 19999",1089.54562112624
"295","Vermont",626088,624594,6,3724,310.333333333333,596.227309260095,49.6856091050079,"15000 to 19999",2198.20696132173
"296","Virginia",8367587,8411808,1,20580,1715,244.65608344841,20.3880069540341,"15000 to 19999",1448.07463609282
"297","Washington",7160290,7288000,9,14427,1202.25,197.955543358946,16.4962952799122,"15000 to 19999",1448.06668444993
"298","West Virginia",1841053,1831102,4,10736,894.666666666667,586.313596948723,48.8594664123936,"15000 to 19999",2872.62734967434
"299","Wisconsin",5767891,5778708,3,18875,1572.91666666667,326.63010486081,27.2191754050675,"15000 to 19999",1930.30388403664
"300","Wyoming",586555,585501,5,7358,613.166666666667,1256.70152570192,104.725127141827,"15000 to 19999",1834.44672707589
"301","Alabama",4853875,4863300,1,14761,1230.08333333333,303.518187239117,25.2931822699265,"20000 to 24999",2396.48878473385
"302","Alaska",737709,741894,9,7284,607,981.811417803622,81.8176181503018,"20000 to 24999",1085.24092833353
"303","Arizona",6817565,6931071,9,21759,1813.25,313.934166884166,26.1611805736805,"20000 to 24999",2023.13359681939
"304","Arkansas",2977853,2988248,5,15251,1270.91666666667,510.365940176317,42.5304950146931,"20000 to 24999",2652.3051003525
"305","California",38993940,39250017,9,30579,2548.25,77.9082465110779,6.49235387592316,"20000 to 24999",1554.41788903609
"306","Colorado",5448819,5540545,5,20702,1725.16666666667,373.645552919433,31.1371294099528,"20000 to 24999",1751.53202923422
"307","Connecticut",3584730,3576452,6,6473,539.416666666667,180.98942751084,15.08245229257,"20000 to 24999",1499.36313195136
"308","Delaware",944076,952065,8,1433,119.416666666667,150.514933329132,12.542911110761,"20000 to 24999",1904.75607895974
"309","Florida",20244914,20612439,1,38357,3196.41666666667,186.086663494796,15.5072219578996,"20000 to 24999",2285.598289032
"310","Georgia",10199398,10310371,1,23825,1985.41666666667,231.078008735088,19.256500727924,"20000 to 24999",2079.25610903702
"311","Hawaii",1425157,1428557,9,1252,104.333333333333,87.6408851729402,7.30340709774502,"20000 to 24999",1063.87043673083
"312","Idaho",1652828,1683140,9,11462,955.166666666667,680.989103699039,56.7490919749199,"20000 to 24999",2168.72294031805
"313","Illinois",12839047,12801539,3,24367,2030.58333333333,190.344301571866,15.8620251309888,"20000 to 24999",1867.1646735151
"314","Indiana",6612768,6633053,4,17601,1466.75,265.352922703919,22.1127435586599,"20000 to 24999",2129.94026102231
"315","Iowa",3121997,3134693,5,15442,1286.83333333333,492.616023323496,41.051335276958,"20000 to 24999",2077.41865222804
"316","Kansas",2906721,2907289,5,13432,1119.33333333333,462.011172607883,38.5009310506569,"20000 to 24999",2026.81461344243
"317","Kentucky",4424611,4436974,4,16951,1412.58333333333,382.039651347968,31.8366376123307,"20000 to 24999",2327.21204191736
"318","Louisiana",4668960,4681666,5,14627,1218.91666666667,312.431514764189,26.0359595636824,"20000 to 24999",2345.02338850622
"319","Maine",1329453,1331479,6,6210,517.5,466.398643914023,38.866553659502,"20000 to 24999",2173.59906668382
"320","Maryland",5994983,6016447,8,7083,590.25,117.727289877232,9.81060748976929,"20000 to 24999",1235.19542924475
"321","Massachusetts",6784240,6811779,6,5880,490,86.3210623832629,7.19342186527191,"20000 to 24999",1433.88409018549
"322","Michigan",9917715,9928300,4,26151,2179.25,263.398541200554,21.9498784333795,"20000 to 24999",2178.70539736219
"323","Minnesota",5482435,5519952,3,17391,1449.25,315.057087452934,26.2547572877445,"20000 to 24999",1840.81186553055
"324","Mississippi",2989390,2988726,1,11264,938.666666666667,376.882992954188,31.4069160795157,"20000 to 24999",2549.06850561486
"325","Missouri",6076204,6093000,5,26691,2224.25,438.060068931561,36.5050057442967,"20000 to 24999",2266.25768325092
"326","Montana",1032073,1042520,9,12987,1082.25,1245.73149675786,103.810958063155,"20000 to 24999",2652.62864157865
"327","Nebraska",1893765,1907116,5,8228,685.666666666667,431.436787274607,35.9530656062173,"20000 to 24999",2161.23674267927
"328","Nevada",2883758,2940058,9,7452,621,253.464387437255,21.1220322864379,"20000 to 24999",1987.46132650521
"329","New Hampshire",1330111,1334795,6,5961,496.75,446.585430721571,37.215452560131,"20000 to 24999",1712.26762277735
"330","New Jersey",8935421,8944469,8,3957,329.75,44.2396300998975,3.68663584165812,"20000 to 24999",1498.46824229099
"331","New Mexico",2080328,2081015,5,8291,690.916666666667,398.411352152675,33.200946012723,"20000 to 24999",2343.62119819567
"332","New York",19747183,19745289,6,19935,1661.25,100.960791204423,8.41339926703529,"20000 to 24999",1721.68160896671
"333","North Carolina",10035186,10146788,1,28769,2397.41666666667,283.528147035298,23.6273455862749,"20000 to 24999",2259.85801359337
"334","North Dakota",756835,757952,3,4952,412.666666666667,653.339525458077,54.4449604548397,"20000 to 24999",1946.70238559263
"335","Ohio",11605090,11614373,4,29632,2469.33333333333,255.132153926863,21.2610128272386,"20000 to 24999",2183.2318835959
"336","Oklahoma",3907414,3923561,5,18364,1530.33333333333,468.044207800006,39.0036839833339,"20000 to 24999",2288.54713117167
"337","Oregon",4024634,4093465,9,17350,1445.83333333333,423.846301360828,35.3205251134023,"20000 to 24999",2045.40002892188
"338","Pennsylvania",12791904,12784227,8,30633,2552.75,239.615582545585,19.9679652121321,"20000 to 24999",1937.1772177152
"339","Rhode Island",1055607,1056426,6,1087,90.5833333333333,102.894097646215,8.57450813718456,"20000 to 24999",1814.28770366244
"340","South Carolina",4894834,4961119,1,13354,1112.83333333333,269.173144203959,22.4310953503299,"20000 to 24999",2315.17244507168
"341","South Dakota",857919,865454,3,6194,516.166666666667,715.6937283784,59.6411440315334,"20000 to 24999",2176.08363959768
"342","Tennessee",6595056,6651194,1,18427,1535.58333333333,277.048000704836,23.0873333920697,"20000 to 24999",2378.6927662176
"343","Texas",27429639,27862596,5,75956,6329.66666666667,272.609199803206,22.7174333169338,"20000 to 24999",1820.42073539502
"344","Utah",2990632,3051217,9,11105,925.416666666667,363.953137387475,30.3294281156229,"20000 to 24999",1307.45474535148
"345","Vermont",626088,624594,6,3724,310.333333333333,596.227309260095,49.6856091050079,"20000 to 24999",2279.62203396328
"346","Virginia",8367587,8411808,1,20580,1715,244.65608344841,20.3880069540341,"20000 to 24999",1559.46499271534
"347","Washington",7160290,7288000,9,14427,1202.25,197.955543358946,16.4962952799122,"20000 to 24999",1600.49475649729
"348","West Virginia",1841053,1831102,4,10736,894.666666666667,586.313596948723,48.8594664123936,"20000 to 24999",2673.13933928029
"349","Wisconsin",5767891,5778708,3,18875,1572.91666666667,326.63010486081,27.2191754050675,"20000 to 24999",2211.80653379199
"350","Wyoming",586555,585501,5,7358,613.166666666667,1256.70152570192,104.725127141827,"20000 to 24999",1873.47750850304
"351","Alabama",4853875,4863300,1,14761,1230.08333333333,303.518187239117,25.2931822699265,"25000 to 34999",4298.46401071309
"352","Alaska",737709,741894,9,7284,607,981.811417803622,81.8176181503018,"25000 to 34999",2577.44720479213
"353","Arizona",6817565,6931071,9,21759,1813.25,313.934166884166,26.1611805736805,"25000 to 34999",3865.63026535134
"354","Arkansas",2977853,2988248,5,15251,1270.91666666667,510.365940176317,42.5304950146931,"25000 to 34999",4843.33974846979
"355","California",38993940,39250017,9,30579,2548.25,77.9082465110779,6.49235387592316,"25000 to 34999",2844.25400972561
"356","Colorado",5448819,5540545,5,20702,1725.16666666667,373.645552919433,31.1371294099528,"25000 to 34999",3274.60335900312
"357","Connecticut",3584730,3576452,6,6473,539.416666666667,180.98942751084,15.08245229257,"25000 to 34999",2698.85363751245
"358","Delaware",944076,952065,8,1433,119.416666666667,150.514933329132,12.542911110761,"25000 to 34999",3436.03057380974
"359","Florida",20244914,20612439,1,38357,3196.41666666667,186.086663494796,15.5072219578996,"25000 to 34999",4165.68720420349
"360","Georgia",10199398,10310371,1,23825,1985.41666666667,231.078008735088,19.256500727924,"25000 to 34999",3692.47205570368
"361","Hawaii",1425157,1428557,9,1252,104.333333333333,87.6408851729402,7.30340709774502,"25000 to 34999",2127.74087346166
"362","Idaho",1652828,1683140,9,11462,955.166666666667,680.989103699039,56.7490919749199,"25000 to 34999",4373.59126297473
"363","Illinois",12839047,12801539,3,24367,2030.58333333333,190.344301571866,15.8620251309888,"25000 to 34999",3398.23970579748
"364","Indiana",6612768,6633053,4,17601,1466.75,265.352922703919,22.1127435586599,"25000 to 34999",4297.91516956288
"365","Iowa",3121997,3134693,5,15442,1286.83333333333,492.616023323496,41.051335276958,"25000 to 34999",4074.9365870627
"366","Kansas",2906721,2907289,5,13432,1119.33333333333,462.011172607883,38.5009310506569,"25000 to 34999",3824.17851592912
"367","Kentucky",4424611,4436974,4,16951,1412.58333333333,382.039651347968,31.8366376123307,"25000 to 34999",4421.70287964298
"368","Louisiana",4668960,4681666,5,14627,1218.91666666667,312.431514764189,26.0359595636824,"25000 to 34999",3945.59490764539
"369","Maine",1329453,1331479,6,6210,517.5,466.398643914023,38.866553659502,"25000 to 34999",4347.19813336763
"370","Maryland",5994983,6016447,8,7083,590.25,117.727289877232,9.81060748976929,"25000 to 34999",2615.70796781242
"371","Massachusetts",6784240,6811779,6,5880,490,86.3210623832629,7.19342186527191,"25000 to 34999",2867.76818037098
"372","Michigan",9917715,9928300,4,26151,2179.25,263.398541200554,21.9498784333795,"25000 to 34999",4123.97807357844
"373","Minnesota",5482435,5519952,3,17391,1449.25,315.057087452934,26.2547572877445,"25000 to 34999",3329.12784191696
"374","Mississippi",2989390,2988726,1,11264,938.666666666667,376.882992954188,31.4069160795157,"25000 to 34999",4285.3905311786
"375","Missouri",6076204,6093000,5,26691,2224.25,438.060068931561,36.5050057442967,"25000 to 34999",4337.14832484229
"376","Montana",1032073,1042520,9,12987,1082.25,1245.73149675786,103.810958063155,"25000 to 34999",4461.23907901863
"377","Nebraska",1893765,1907116,5,8228,685.666666666667,431.436787274607,35.9530656062173,"25000 to 34999",4008.11177733246
"378","Nevada",2883758,2940058,9,7452,621,253.464387437255,21.1220322864379,"25000 to 34999",4011.05831349232
"379","New Hampshire",1330111,1334795,6,5961,496.75,446.585430721571,37.215452560131,"25000 to 34999",2918.63799337048
"380","New Jersey",8935421,8944469,8,3957,329.75,44.2396300998975,3.68663584165812,"25000 to 34999",2747.19177753348
"381","New Mexico",2080328,2081015,5,8291,690.916666666667,398.411352152675,33.200946012723,"25000 to 34999",4137.95617806423
"382","New York",19747183,19745289,6,19935,1661.25,100.960791204423,8.41339926703529,"25000 to 34999",3150.31102917312
"383","North Carolina",10035186,10146788,1,28769,2397.41666666667,283.528147035298,23.6273455862749,"25000 to 34999",4404.80799259725
"384","North Dakota",756835,757952,3,4952,412.666666666667,653.339525458077,54.4449604548397,"25000 to 34999",3893.40477118527
"385","Ohio",11605090,11614373,4,29632,2469.33333333333,255.132153926863,21.2610128272386,"25000 to 34999",4247.37839172294
"386","Oklahoma",3907414,3923561,5,18364,1530.33333333333,468.044207800006,39.0036839833339,"25000 to 34999",4089.37110324117
"387","Oregon",4024634,4093465,9,17350,1445.83333333333,423.846301360828,35.3205251134023,"25000 to 34999",4090.80005784377
"388","Pennsylvania",12791904,12784227,8,30633,2552.75,239.615582545585,19.9679652121321,"25000 to 34999",3835.61089107611
"389","Rhode Island",1055607,1056426,6,1087,90.5833333333333,102.894097646215,8.57450813718456,"25000 to 34999",3396.96421111266
"390","South Carolina",4894834,4961119,1,13354,1112.83333333333,269.173144203959,22.4310953503299,"25000 to 34999",4250.80842373817
"391","South Dakota",857919,865454,3,6194,516.166666666667,715.6937283784,59.6411440315334,"25000 to 34999",4193.90665086098
"392","Tennessee",6595056,6651194,1,18427,1535.58333333333,277.048000704836,23.0873333920697,"25000 to 34999",4373.72540885172
"393","Texas",27429639,27862596,5,75956,6329.66666666667,272.609199803206,22.7174333169338,"25000 to 34999",3469.1036655641
"394","Utah",2990632,3051217,9,11105,925.416666666667,363.953137387475,30.3294281156229,"25000 to 34999",2832.81861492822
"395","Vermont",626088,624594,6,3724,310.333333333333,596.227309260095,49.6856091050079,"25000 to 34999",3745.0933415111
"396","Virginia",8367587,8411808,1,20580,1715,244.65608344841,20.3880069540341,"25000 to 34999",3081.79986655651
"397","Washington",7160290,7288000,9,14427,1202.25,197.955543358946,16.4962952799122,"25000 to 34999",3315.31056703011
"398","West Virginia",1841053,1831102,4,10736,894.666666666667,586.313596948723,48.8594664123936,"25000 to 34999",4707.91704529962
"399","Wisconsin",5767891,5778708,3,18875,1572.91666666667,326.63010486081,27.2191754050675,"25000 to 34999",4142.11041782863
"400","Wyoming",586555,585501,5,7358,613.166666666667,1256.70152570192,104.725127141827,"25000 to 34999",3707.92423557893
"401","Alabama",4853875,4863300,1,14761,1230.08333333333,303.518187239117,25.2931822699265,"35000 to 49999",5249.45162370271
"402","Alaska",737709,741894,9,7284,607,981.811417803622,81.8176181503018,"35000 to 49999",4001.82592322989
"403","Arizona",6817565,6931071,9,21759,1813.25,313.934166884166,26.1611805736805,"35000 to 49999",5238.47092033593
"404","Arkansas",2977853,2988248,5,15251,1270.91666666667,510.365940176317,42.5304950146931,"35000 to 49999",5765.88065294022
"405","California",38993940,39250017,9,30579,2548.25,77.9082465110779,6.49235387592316,"35000 to 49999",3869.50836206857
"406","Colorado",5448819,5540545,5,20702,1725.16666666667,373.645552919433,31.1371294099528,"35000 to 49999",5026.13538823734
"407","Connecticut",3584730,3576452,6,6473,539.416666666667,180.98942751084,15.08245229257,"35000 to 49999",4235.70084776259
"408","Delaware",944076,952065,8,1433,119.416666666667,150.514933329132,12.542911110761,"35000 to 49999",4929.95691024875
"409","Florida",20244914,20612439,1,38357,3196.41666666667,186.086663494796,15.5072219578996,"35000 to 49999",5455.94430285058
"410","Georgia",10199398,10310371,1,23825,1985.41666666667,231.078008735088,19.256500727924,"35000 to 49999",5018.89405629626
"411","Hawaii",1425157,1428557,9,1252,104.333333333333,87.6408851729402,7.30340709774502,"35000 to 49999",3410.64345893119
"412","Idaho",1652828,1683140,9,11462,955.166666666667,680.989103699039,56.7490919749199,"35000 to 49999",5385.66196845649
"413","Illinois",12839047,12801539,3,24367,2030.58333333333,190.344301571866,15.8620251309888,"35000 to 49999",4705.25497725805
"414","Indiana",6612768,6633053,4,17601,1466.75,265.352922703919,22.1127435586599,"35000 to 49999",5819.30107029311
"415","Iowa",3121997,3134693,5,15442,1286.83333333333,492.616023323496,41.051335276958,"35000 to 49999",5633.00057623374
"416","Kansas",2906721,2907289,5,13432,1119.33333333333,462.011172607883,38.5009310506569,"35000 to 49999",5583.30063325651
"417","Kentucky",4424611,4436974,4,16951,1412.58333333333,382.039651347968,31.8366376123307,"35000 to 49999",5662.88263533224
"418","Louisiana",4668960,4681666,5,14627,1218.91666666667,312.431514764189,26.0359595636824,"35000 to 49999",4801.7145574175
"419","Maine",1329453,1331479,6,6210,517.5,466.398643914023,38.866553659502,"35000 to 49999",5536.52592457199
"420","Maryland",5994983,6016447,8,7083,590.25,117.727289877232,9.81060748976929,"35000 to 49999",3814.57411972644
"421","Massachusetts",6784240,6811779,6,5880,490,86.3210623832629,7.19342186527191,"35000 to 49999",3848.84676839263
"422","Michigan",9917715,9928300,4,26151,2179.25,263.398541200554,21.9498784333795,"35000 to 49999",5602.38530750279
"423","Minnesota",5482435,5519952,3,17391,1449.25,315.057087452934,26.2547572877445,"35000 to 49999",5052.4410777328
"424","Mississippi",2989390,2988726,1,11264,938.666666666667,376.882992954188,31.4069160795157,"35000 to 49999",5282.85212033224
"425","Missouri",6076204,6093000,5,26691,2224.25,438.060068931561,36.5050057442967,"35000 to 49999",5743.79102479114
"426","Montana",1032073,1042520,9,12987,1082.25,1245.73149675786,103.810958063155,"35000 to 49999",5787.55339980796
"427","Nebraska",1893765,1907116,5,8228,685.666666666667,431.436787274607,35.9530656062173,"35000 to 49999",5540.62510395957
"428","Nevada",2883758,2940058,9,7452,621,253.464387437255,21.1220322864379,"35000 to 49999",5384.21341180501
"429","New Hampshire",1330111,1334795,6,5961,496.75,446.585430721571,37.215452560131,"35000 to 49999",4630.90561614782
"430","New Jersey",8935421,8944469,8,3957,329.75,44.2396300998975,3.68663584165812,"35000 to 49999",3746.17060572748
"431","New Mexico",2080328,2081015,5,8291,690.916666666667,398.411352152675,33.200946012723,"35000 to 49999",5016.8141273876
"432","New York",19747183,19745289,6,19935,1661.25,100.960791204423,8.41339926703529,"35000 to 49999",4175.99368983414
"433","North Carolina",10035186,10146788,1,28769,2397.41666666667,283.528147035298,23.6273455862749,"35000 to 49999",5630.49369488518
"434","North Dakota",756835,757952,3,4952,412.666666666667,653.339525458077,54.4449604548397,"35000 to 49999",5757.26875739098
"435","Ohio",11605090,11614373,4,29632,2469.33333333333,255.132153926863,21.2610128272386,"35000 to 49999",5597.01264703677
"436","Oklahoma",3907414,3923561,5,18364,1530.33333333333,468.044207800006,39.0036839833339,"35000 to 49999",5552.54058054765
"437","Oregon",4024634,4093465,9,17350,1445.83333333333,423.846301360828,35.3205251134023,"35000 to 49999",5248.57365912031
"438","Pennsylvania",12791904,12784227,8,30633,2552.75,239.615582545585,19.9679652121321,"35000 to 49999",5152.89139912244
"439","Rhode Island",1055607,1056426,6,1087,90.5833333333333,102.894097646215,8.57450813718456,"35000 to 49999",4670.82579027991
"440","South Carolina",4894834,4961119,1,13354,1112.83333333333,269.173144203959,22.4310953503299,"35000 to 49999",5541.23240951583
"441","South Dakota",857919,865454,3,6194,516.166666666667,715.6937283784,59.6411440315334,"35000 to 49999",5895.20840545553
"442","Tennessee",6595056,6651194,1,18427,1535.58333333333,277.048000704836,23.0873333920697,"35000 to 49999",5716.53584139392
"443","Texas",27429639,27862596,5,75956,6329.66666666667,272.609199803206,22.7174333169338,"35000 to 49999",4636.92074110053
"444","Utah",2990632,3051217,9,11105,925.416666666667,363.953137387475,30.3294281156229,"35000 to 49999",4233.66298494766
"445","Vermont",626088,624594,6,3724,310.333333333333,596.227309260095,49.6856091050079,"35000 to 49999",5332.68725802124
"446","Virginia",8367587,8411808,1,20580,1715,244.65608344841,20.3880069540341,"35000 to 49999",4455.61426490098
"447","Washington",7160290,7288000,9,14427,1202.25,197.955543358946,16.4962952799122,"35000 to 49999",4877.69830551556
"448","West Virginia",1841053,1831102,4,10736,894.666666666667,586.313596948723,48.8594664123936,"35000 to 49999",6224.02592429441
"449","Wisconsin",5767891,5778708,3,18875,1572.91666666667,326.63010486081,27.2191754050675,"35000 to 49999",5630.05299510688
"450","Wyoming",586555,585501,5,7358,613.166666666667,1256.70152570192,104.725127141827,"35000 to 49999",5230.12471123765
"451","Alabama",4853875,4863300,1,14761,1230.08333333333,303.518187239117,25.2931822699265,"50000 to 74999",6771.03180448611
"452","Alaska",737709,741894,9,7284,607,981.811417803622,81.8176181503018,"50000 to 74999",6002.73888484484
"453","Arizona",6817565,6931071,9,21759,1813.25,313.934166884166,26.1611805736805,"50000 to 74999",6791.94850360796
"454","Arkansas",2977853,2988248,5,15251,1270.91666666667,510.365940176317,42.5304950146931,"50000 to 74999",6803.73917046946
"455","California",38993940,39250017,9,30579,2548.25,77.9082465110779,6.49235387592316,"50000 to 74999",5423.92625110466
"456","Colorado",5448819,5540545,5,20702,1725.16666666667,373.645552919433,31.1371294099528,"50000 to 74999",6968.05133369268
"457","Connecticut",3584730,3576452,6,6473,539.416666666667,180.98942751084,15.08245229257,"50000 to 74999",5959.96844950666
"458","Delaware",944076,952065,8,1433,119.416666666667,150.514933329132,12.542911110761,"50000 to 74999",7021.45378126337
"459","Florida",20244914,20612439,1,38357,3196.41666666667,186.086663494796,15.5072219578996,"50000 to 74999",6819.93037856323
"460","Georgia",10199398,10310371,1,23825,1985.41666666667,231.078008735088,19.256500727924,"50000 to 74999",6524.56227318514
"461","Hawaii",1425157,1428557,9,1252,104.333333333333,87.6408851729402,7.30340709774502,"50000 to 74999",5569.67463935552
"462","Idaho",1652828,1683140,9,11462,955.166666666667,680.989103699039,56.7490919749199,"50000 to 74999",6831.47726200185
"463","Illinois",12839047,12801539,3,24367,2030.58333333333,190.344301571866,15.8620251309888,"50000 to 74999",6535.07635730284
"464","Indiana",6612768,6633053,4,17601,1466.75,265.352922703919,22.1127435586599,"50000 to 74999",7340.68697102333
"465","Iowa",3121997,3134693,5,15442,1286.83333333333,492.616023323496,41.051335276958,"50000 to 74999",8149.87317412541
"466","Kansas",2906721,2907289,5,13432,1119.33333333333,462.011172607883,38.5009310506569,"50000 to 74999",7418.90632090249
"467","Kentucky",4424611,4436974,4,16951,1412.58333333333,382.039651347968,31.8366376123307,"50000 to 74999",7020.42299311736
"468","Louisiana",4668960,4681666,5,14627,1218.91666666667,312.431514764189,26.0359595636824,"50000 to 74999",6067.28273534149
"469","Maine",1329453,1331479,6,6210,517.5,466.398643914023,38.866553659502,"50000 to 74999",8038.21541641562
"470","Maryland",5994983,6016447,8,7083,590.25,117.727289877232,9.81060748976929,"50000 to 74999",6212.3064235545
"471","Massachusetts",6784240,6811779,6,5880,490,86.3210623832629,7.19342186527191,"50000 to 74999",5924.20531997689
