"ind.GEO.id2","NAME","Pop2015","perCapitaFFL","Industry","PerCapIndustry"
20,"Kansas",2906721,38.5009310506569,"Construction",3199.7567017956
21,"Kentucky",4424611,31.8366376123307,"Construction",2535.47713007991
22,"Louisiana",4668960,26.0359595636824,"Construction",3452.24632466331
23,"Maine",1329453,38.866553659502,"Construction",3526.18708596694
24,"Maryland",5994983,9.81060748976929,"Construction",3413.65438400743
25,"Massachusetts",6784240,7.19342186527191,"Construction",2810.60221926111
26,"Michigan",9917715,21.9498784333795,"Construction",2342.88845767397
27,"Minnesota",5482435,26.2547572877445,"Construction",3244.36131025721
28,"Mississippi",2989390,31.4069160795157,"Construction",2769.62858643402
29,"Missouri",6076204,36.5050057442967,"Construction",3055.14758885646
30,"Montana",1032073,103.810958063155,"Construction",4416.45116188487
31,"Nebraska",1893765,35.9530656062173,"Construction",3589.30490319549
32,"Nevada",2883758,21.1220322864379,"Construction",2861.64789139727
33,"New Hampshire",1330111,37.215452560131,"Construction",3542.11039529784
34,"New Jersey",8935421,3.68663584165812,"Construction",2887.08276867984
35,"New Mexico",2080328,33.200946012723,"Construction",3066.34338431247
36,"New York",19747183,8.41339926703529,"Construction",2709.3535315898
37,"North Carolina",10035186,23.6273455862749,"Construction",3278.81316798712
38,"North Dakota",756835,54.4449604548397,"Construction",4253.23881691518
39,"Ohio",11605090,21.2610128272386,"Construction",2372.05398665586
40,"Oklahoma",3907414,39.0036839833339,"Construction",3275.69589503441
41,"Oregon",4024634,35.3205251134023,"Construction",2676.93907073289
42,"Pennsylvania",12791904,19.9679652121321,"Construction",2707.74389801549
44,"Rhode Island",1055607,8.57450813718456,"Construction",2595.2840403673
45,"South Carolina",4894834,22.4310953503299,"Construction",2837.7468980562
46,"South Dakota",857919,59.6411440315334,"Construction",3751.16998224774
47,"Tennessee",6595056,23.0873333920697,"Construction",2711.10662290055
48,"Texas",27429639,22.7174333169338,"Construction",3765.3102178997
49,"Utah",2990632,30.3294281156229,"Construction",3193.90683975829
50,"Vermont",626088,49.6856091050079,"Construction",3690.37579381812
51,"Virginia",8367587,20.3880069540341,"Construction",3157.55306756894
53,"Washington",7160290,16.4962952799122,"Construction",3072.99006045845
54,"West Virginia",1841053,48.8594664123936,"Construction",2533.06124266928
55,"Wisconsin",5767891,27.2191754050675,"Construction",2894.61087250088
56,"Wyoming",586555,104.725127141827,"Construction",3660.86726734918
1,"Alabama",4853875,25.2931822699265,"Manufacturing",6005.03721253638
2,"Alaska",737709,81.8176181503018,"Manufacturing",1553.59362567083
4,"Arizona",6817565,26.1611805736805,"Manufacturing",3044.8261219365
5,"Arkansas",2977853,42.5304950146931,"Manufacturing",5944.88713848534
6,"California",38993940,6.49235387592316,"Manufacturing",4400.35297792426
8,"Colorado",5448819,31.1371294099528,"Manufacturing",3502.68562783972
9,"Connecticut",3584730,15.08245229257,"Manufacturing",5244.38381691229
10,"Delaware",944076,12.542911110761,"Manufacturing",3841.21617327419
12,"Florida",20244914,15.5072219578996,"Manufacturing",2279.73801222371
13,"Georgia",10199398,19.256500727924,"Manufacturing",4929.4674058214
15,"Hawaii",1425157,7.30340709774502,"Manufacturing",1406.65203903851
16,"Idaho",1652828,56.7490919749199,"Manufacturing",4271.52734585813
17,"Illinois",12839047,15.8620251309888,"Manufacturing",5930.06630476546
18,"Indiana",6612768,22.1127435586599,"Manufacturing",8979.94606797033
19,"Iowa",3121997,41.051335276958,"Manufacturing",8068.32934176426
20,"Kansas",2906721,38.5009310506569,"Manufacturing",5939.44172832549
21,"Kentucky",4424611,31.8366376123307,"Manufacturing",6223.16854521222
22,"Louisiana",4668960,26.0359595636824,"Manufacturing",3416.26400740208
23,"Maine",1329453,38.866553659502,"Manufacturing",4560.82313553018
24,"Maryland",5994983,9.81060748976929,"Manufacturing",2322.5920740726
25,"Massachusetts",6784240,7.19342186527191,"Manufacturing",4675.79271959718
26,"Michigan",9917715,21.9498784333795,"Manufacturing",8228.46794851435
27,"Minnesota",5482435,26.2547572877445,"Manufacturing",7130.9554969644
28,"Mississippi",2989390,31.4069160795157,"Manufacturing",5509.11724465526
29,"Missouri",6076204,36.5050057442967,"Manufacturing",5474.88201515288
30,"Montana",1032073,103.810958063155,"Manufacturing",1958.19481761465
31,"Nebraska",1893765,35.9530656062173,"Manufacturing",5480.14141142116
32,"Nevada",2883758,21.1220322864379,"Manufacturing",2063.8694370332
33,"New Hampshire",1330111,37.215452560131,"Manufacturing",6822.58849073498
34,"New Jersey",8935421,3.68663584165812,"Manufacturing",3913.49215666503
35,"New Mexico",2080328,33.200946012723,"Manufacturing",1513.94395499171
36,"New York",19747183,8.41339926703529,"Manufacturing",2923.71828427376
37,"North Carolina",10035186,23.6273455862749,"Manufacturing",5678.85836894304
38,"North Dakota",756835,54.4449604548397,"Manufacturing",3633.15650042612
39,"Ohio",11605090,21.2610128272386,"Manufacturing",7341.00295646135
40,"Oklahoma",3907414,39.0036839833339,"Manufacturing",4281.42500385165
41,"Oregon",4024634,35.3205251134023,"Manufacturing",5295.33865688159
42,"Pennsylvania",12791904,19.9679652121321,"Manufacturing",5793.58631834635
44,"Rhode Island",1055607,8.57450813718456,"Manufacturing",5684.88083159736
45,"South Carolina",4894834,22.4310953503299,"Manufacturing",6163.39593947415
46,"South Dakota",857919,59.6411440315334,"Manufacturing",5294.43921862087
47,"Tennessee",6595056,23.0873333920697,"Manufacturing",5926.84883949431
48,"Texas",27429639,22.7174333169338,"Manufacturing",4018.98836510389
49,"Utah",2990632,30.3294281156229,"Manufacturing",5351.17660748631
50,"Vermont",626088,49.6856091050079,"Manufacturing",5748.39319712245
51,"Virginia",8367587,20.3880069540341,"Manufacturing",3501.22442706601
53,"Washington",7160290,16.4962952799122,"Manufacturing",4888.74053983847
54,"West Virginia",1841053,48.8594664123936,"Manufacturing",2986.11718402458
55,"Wisconsin",5767891,27.2191754050675,"Manufacturing",9463.02556688398
56,"Wyoming",586555,104.725127141827,"Manufacturing",2076.70209954736
1,"Alabama",4853875,25.2931822699265,"Wholesale",1061.52300996626
2,"Alaska",737709,81.8176181503018,"Wholesale",982.772339770831
4,"Arizona",6817565,26.1611805736805,"Wholesale",1012.35558443521
5,"Arkansas",2977853,42.5304950146931,"Wholesale",1024.39576433088
6,"California",38993940,6.49235387592316,"Wholesale",1355.83118812821
8,"Colorado",5448819,31.1371294099528,"Wholesale",1308.7973742567
9,"Connecticut",3584730,15.08245229257,"Wholesale",1296.16456469525
10,"Delaware",944076,12.542911110761,"Wholesale",779.810100034319
12,"Florida",20244914,15.5072219578996,"Wholesale",1243.87784507259
13,"Georgia",10199398,19.256500727924,"Wholesale",1309.69494474086
15,"Hawaii",1425157,7.30340709774502,"Wholesale",1227.37354551113
16,"Idaho",1652828,56.7490919749199,"Wholesale",1247.92174382331
17,"Illinois",12839047,15.8620251309888,"Wholesale",1517.56590656612
18,"Indiana",6612768,22.1127435586599,"Wholesale",1272.25089402804
19,"Iowa",3121997,41.051335276958,"Wholesale",1396.47795945992
20,"Kansas",2906721,38.5009310506569,"Wholesale",1388.36854311095
21,"Kentucky",4424611,31.8366376123307,"Wholesale",1030.98328870041
22,"Louisiana",4668960,26.0359595636824,"Wholesale",1094.35505979918
23,"Maine",1329453,38.866553659502,"Wholesale",1026.36196992297
24,"Maryland",5994983,9.81060748976929,"Wholesale",1020.97036805609
25,"Massachusetts",6784240,7.19342186527191,"Wholesale",1181.22295201821
26,"Michigan",9917715,21.9498784333795,"Wholesale",1136.46137240282
27,"Minnesota",5482435,26.2547572877445,"Wholesale",1557.42840544393
28,"Mississippi",2989390,31.4069160795157,"Wholesale",1070.38559706161
29,"Missouri",6076204,36.5050057442967,"Wholesale",1258.45017711716
30,"Montana",1032073,103.810958063155,"Wholesale",1119.00999251022
31,"Nebraska",1893765,35.9530656062173,"Wholesale",1596.81903509675
32,"Nevada",2883758,21.1220322864379,"Wholesale",934.509761221295
33,"New Hampshire",1330111,37.215452560131,"Wholesale",1552.95309940298
34,"New Jersey",8935421,3.68663584165812,"Wholesale",1698.9686328154
35,"New Mexico",2080328,33.200946012723,"Wholesale",1026.56888721394
36,"New York",19747183,8.41339926703529,"Wholesale",1192.08901846912
37,"North Carolina",10035186,23.6273455862749,"Wholesale",1181.88143199339
38,"North Dakota",756835,54.4449604548397,"Wholesale",2137.71826091552
39,"Ohio",11605090,21.2610128272386,"Wholesale",1288.19337032285
40,"Oklahoma",3907414,39.0036839833339,"Wholesale",1188.02358797916
41,"Oregon",4024634,35.3205251134023,"Wholesale",1324.79127294556
42,"Pennsylvania",12791904,19.9679652121321,"Wholesale",1362.23661465877
44,"Rhode Island",1055607,8.57450813718456,"Wholesale",1539.01972988053
45,"South Carolina",4894834,22.4310953503299,"Wholesale",1173.01220020945
46,"South Dakota",857919,59.6411440315334,"Wholesale",1472.40007506536
47,"Tennessee",6595056,23.0873333920697,"Wholesale",1234.77344240898
48,"Texas",27429639,22.7174333169338,"Wholesale",1405.84424023955
49,"Utah",2990632,30.3294281156229,"Wholesale",1333.16302373545
50,"Vermont",626088,49.6856091050079,"Wholesale",1129.23422905406
51,"Virginia",8367587,20.3880069540341,"Wholesale",957.348874890694
53,"Washington",7160290,16.4962952799122,"Wholesale",1361.88618058766
54,"West Virginia",1841053,48.8594664123936,"Wholesale",899.21365653243
55,"Wisconsin",5767891,27.2191754050675,"Wholesale",1341.04475968773
56,"Wyoming",586555,104.725127141827,"Wholesale",924.380492877906
1,"Alabama",4853875,25.2931822699265,"Retail",4969.94669207592
2,"Alaska",737709,81.8176181503018,"Retail",5286.50185913416
4,"Arizona",6817565,26.1611805736805,"Retail",5399.27378763532
5,"Arkansas",2977853,42.5304950146931,"Retail",5870.13529546287
6,"California",38993940,6.49235387592316,"Retail",4992.69117201288
8,"Colorado",5448819,31.1371294099528,"Retail",5730.52619292364
9,"Connecticut",3584730,15.08245229257,"Retail",5496.73197144555
10,"Delaware",944076,12.542911110761,"Retail",5807.68921146179
12,"Florida",20244914,15.5072219578996,"Retail",5809.38995344707
13,"Georgia",10199398,19.256500727924,"Retail",5396.34790210167
15,"Hawaii",1425157,7.30340709774502,"Retail",5440.52339496631
16,"Idaho",1652828,56.7490919749199,"Retail",5360.81189331255
17,"Illinois",12839047,15.8620251309888,"Retail",5307.62914101023
18,"Indiana",6612768,22.1127435586599,"Retail",5443.98351794589
19,"Iowa",3121997,41.051335276958,"Retail",5977.8084347935
20,"Kansas",2906721,38.5009310506569,"Retail",5446.3087444581
21,"Kentucky",4424611,31.8366376123307,"Retail",5330.79631181137
22,"Louisiana",4668960,26.0359595636824,"Retail",5008.07460333779
23,"Maine",1329453,38.866553659502,"Retail",6386.08510417442
24,"Maryland",5994983,9.81060748976929,"Retail",5005.00168223997
25,"Massachusetts",6784240,7.19342186527191,"Retail",5521.1637559992
26,"Michigan",9917715,21.9498784333795,"Retail",5193.15184999771
27,"Minnesota",5482435,26.2547572877445,"Retail",5841.58316514469
28,"Mississippi",2989390,31.4069160795157,"Retail",4806.09756505508
29,"Missouri",6076204,36.5050057442967,"Retail",5622.16146791648
30,"Montana",1032073,103.810958063155,"Retail",5425.00385147175
31,"Nebraska",1893765,35.9530656062173,"Retail",6116.91524555581
32,"Nevada",2883758,21.1220322864379,"Retail",5607.68275285235
33,"New Hampshire",1330111,37.215452560131,"Retail",6581.18006692674
34,"New Jersey",8935421,3.68663584165812,"Retail",5531.79307387979
35,"New Mexico",2080328,33.200946012723,"Retail",5057.51977572767
36,"New York",19747183,8.41339926703529,"Retail",5074.01486075254
37,"North Carolina",10035186,23.6273455862749,"Retail",5348.45094052068
38,"North Dakota",756835,54.4449604548397,"Retail",6216.01802242232
39,"Ohio",11605090,21.2610128272386,"Retail",5549.81477954932
40,"Oklahoma",3907414,39.0036839833339,"Retail",5285.0043532628
41,"Oregon",4024634,35.3205251134023,"Retail",5594.37205967052
42,"Pennsylvania",12791904,19.9679652121321,"Retail",5483.44484136216
44,"Rhode Island",1055607,8.57450813718456,"Retail",5835.69453404534
45,"South Carolina",4894834,22.4310953503299,"Retail",5376.93413096338
46,"South Dakota",857919,59.6411440315334,"Retail",5359.59688502061
47,"Tennessee",6595056,23.0873333920697,"Retail",5614.41783056884
48,"Texas",27429639,22.7174333169338,"Retail",5409.29831413385
49,"Utah",2990632,30.3294281156229,"Retail",5824.05324359533
50,"Vermont",626088,49.6856091050079,"Retail",5998.19833633611
51,"Virginia",8367587,20.3880069540341,"Retail",5269.50003627091
53,"Washington",7160290,16.4962952799122,"Retail",5565.57066822712
54,"West Virginia",1841053,48.8594664123936,"Retail",4893.93841459208
55,"Wisconsin",5767891,27.2191754050675,"Retail",5825.97694720653
56,"Wyoming",586555,104.725127141827,"Retail",5974.54629148162
1,"Alabama",4853875,25.2931822699265,"Transportation",2229.70307228761
2,"Alaska",737709,81.8176181503018,"Transportation",3661.60640577789
4,"Arizona",6817565,26.1611805736805,"Transportation",2164.07177636003
5,"Arkansas",2977853,42.5304950146931,"Transportation",2364.75742758289
6,"California",38993940,6.49235387592316,"Transportation",2307.30980249752
8,"Colorado",5448819,31.1371294099528,"Transportation",2316.09822238544
9,"Connecticut",3584730,15.08245229257,"Transportation",2044.67282054715
10,"Delaware",944076,12.542911110761,"Transportation",1897.62264902402
12,"Florida",20244914,15.5072219578996,"Transportation",2283.76865419137
13,"Georgia",10199398,19.256500727924,"Transportation",2723.01365237439
15,"Hawaii",1425157,7.30340709774502,"Transportation",2719.77052352828
16,"Idaho",1652828,56.7490919749199,"Transportation",2204.88762291055
17,"Illinois",12839047,15.8620251309888,"Transportation",2932.00889442963
18,"Indiana",6612768,22.1127435586599,"Transportation",2387.06393449763
19,"Iowa",3121997,41.051335276958,"Transportation",2372.68005062144
20,"Kansas",2906721,38.5009310506569,"Transportation",2238.0888981089
21,"Kentucky",4424611,31.8366376123307,"Transportation",2562.1461412088
22,"Louisiana",4668960,26.0359595636824,"Transportation",2226.79140536651
23,"Maine",1329453,38.866553659502,"Transportation",1864.67667529428
24,"Maryland",5994983,9.81060748976929,"Transportation",2306.24507192097
25,"Massachusetts",6784240,7.19342186527191,"Transportation",1913.87686756365
26,"Michigan",9917715,21.9498784333795,"Transportation",1938.47070620602
27,"Minnesota",5482435,26.2547572877445,"Transportation",2429.28552732499
28,"Mississippi",2989390,31.4069160795157,"Transportation",2347.80339801766
29,"Missouri",6076204,36.5050057442967,"Transportation",2531.81097935487
30,"Montana",1032073,103.810958063155,"Transportation",2180.07834717118
31,"Nebraska",1893765,35.9530656062173,"Transportation",2959.18448170708
32,"Nevada",2883758,21.1220322864379,"Transportation",2392.08699204302
33,"New Hampshire",1330111,37.215452560131,"Transportation",2169.21745628748
34,"New Jersey",8935421,3.68663584165812,"Transportation",2849.88250693504
35,"New Mexico",2080328,33.200946012723,"Transportation",1843.98806342077
36,"New York",19747183,8.41339926703529,"Transportation",2609.19747388779
37,"North Carolina",10035186,23.6273455862749,"Transportation",1926.27221857173
38,"North Dakota",756835,54.4449604548397,"Transportation",3085.74524169733
39,"Ohio",11605090,21.2610128272386,"Transportation",2393.81168090898
40,"Oklahoma",3907414,39.0036839833339,"Transportation",2353.26996320328
41,"Oregon",4024634,35.3205251134023,"Transportation",1920.02552281773
42,"Pennsylvania",12791904,19.9679652121321,"Transportation",2583.46216481925
44,"Rhode Island",1055607,8.57450813718456,"Transportation",1839.88927697524
45,"South Carolina",4894834,22.4310953503299,"Transportation",2051.42809745948
46,"South Dakota",857919,59.6411440315334,"Transportation",2328.42494454605
47,"Tennessee",6595056,23.0873333920697,"Transportation",2934.50123850351
48,"Texas",27429639,22.7174333169338,"Transportation",2652.34624487767
49,"Utah",2990632,30.3294281156229,"Transportation",2115.07132940462
50,"Vermont",626088,49.6856091050079,"Transportation",1779.30259005124
51,"Virginia",8367587,20.3880069540341,"Transportation",2032.44973730181
53,"Washington",7160290,16.4962952799122,"Transportation",2580.04913208823
54,"West Virginia",1841053,48.8594664123936,"Transportation",2120.30832355179
55,"Wisconsin",5767891,27.2191754050675,"Transportation",2247.40724122561
56,"Wyoming",586555,104.725127141827,"Transportation",2891.97091491846
1,"Alabama",4853875,25.2931822699265,"Information",694.064021014138
2,"Alaska",737709,81.8176181503018,"Information",937.49703473863
4,"Arizona",6817565,26.1611805736805,"Information",805.566210223152
5,"Arkansas",2977853,42.5304950146931,"Information",695.736156217248
6,"California",38993940,6.49235387592316,"Information",1342.54707269899
8,"Colorado",5448819,31.1371294099528,"Information",1496.34260194732
9,"Connecticut",3584730,15.08245229257,"Information",1173.36591598251
10,"Delaware",944076,12.542911110761,"Information",715.93812362564
12,"Florida",20244914,15.5072219578996,"Information",857.217768373825
13,"Georgia",10199398,19.256500727924,"Information",1152.90137712049
15,"Hawaii",1425157,7.30340709774502,"Information",790.930402755626
16,"Idaho",1652828,56.7490919749199,"Information",804.378919040578
17,"Illinois",12839047,15.8620251309888,"Information",919.086907307061
18,"Indiana",6612768,22.1127435586599,"Information",773.957289897362
19,"Iowa",3121997,41.051335276958,"Information",880.974581333678
20,"Kansas",2906721,38.5009310506569,"Information",1029.1665419557
21,"Kentucky",4424611,31.8366376123307,"Information",686.930444280864
22,"Louisiana",4668960,26.0359595636824,"Information",700.412939926665
23,"Maine",1329453,38.866553659502,"Information",943.997268049341
24,"Maryland",5994983,9.81060748976929,"Information",1094.33171036515
25,"Massachusetts",6784240,7.19342186527191,"Information",1251.79828543802
26,"Michigan",9917715,21.9498784333795,"Information",670.1140333232
27,"Minnesota",5482435,26.2547572877445,"Information",904.816928974078
28,"Mississippi",2989390,31.4069160795157,"Information",484.848079374053
29,"Missouri",6076204,36.5050057442967,"Information",940.323925924804
30,"Montana",1032073,103.810958063155,"Information",878.523127724492
31,"Nebraska",1893765,35.9530656062173,"Information",882.686077734038
32,"Nevada",2883758,21.1220322864379,"Information",646.448141626308
33,"New Hampshire",1330111,37.215452560131,"Information",1141.25813559921
34,"New Jersey",8935421,3.68663584165812,"Information",1364.2893826715
35,"New Mexico",2080328,33.200946012723,"Information",672.393968643406
36,"New York",19747183,8.41339926703529,"Information",1422.26868510815
37,"North Carolina",10035186,23.6273455862749,"Information",815.281351038237
38,"North Dakota",756835,54.4449604548397,"Information",638.844662310808
39,"Ohio",11605090,21.2610128272386,"Information",777.253773990551
40,"Oklahoma",3907414,39.0036839833339,"Information",780.720957646157
41,"Oregon",4024634,35.3205251134023,"Information",865.842707684724
42,"Pennsylvania",12791904,19.9679652121321,"Information",778.476761551681
44,"Rhode Island",1055607,8.57450813718456,"Information",786.372201017992
45,"South Carolina",4894834,22.4310953503299,"Information",836.800594259172
46,"South Dakota",857919,59.6411440315334,"Information",766.62249000197
47,"Tennessee",6595056,23.0873333920697,"Information",829.530484653959
48,"Texas",27429639,22.7174333169338,"Information",834.837819046762
49,"Utah",2990632,30.3294281156229,"Information",1020.4866396133
50,"Vermont",626088,49.6856091050079,"Information",1211.81048031587
51,"Virginia",8367587,20.3880069540341,"Information",991.444725940704
53,"Washington",7160290,16.4962952799122,"Information",1043.35159609457
54,"West Virginia",1841053,48.8594664123936,"Information",587.978727391335
55,"Wisconsin",5767891,27.2191754050675,"Information",787.93097858472
56,"Wyoming",586555,104.725127141827,"Information",729.513856330608
1,"Alabama",4853875,25.2931822699265,"Finance",2295.91820967783
2,"Alaska",737709,81.8176181503018,"Finance",1714.90384419873
4,"Arizona",6817565,26.1611805736805,"Finance",3552.16268565096
5,"Arkansas",2977853,42.5304950146931,"Finance",1932.4661089718
6,"California",38993940,6.49235387592316,"Finance",2793.69050678131
8,"Colorado",5448819,31.1371294099528,"Finance",3489.87551247344
9,"Connecticut",3584730,15.08245229257,"Finance",4681.69150814706
10,"Delaware",944076,12.542911110761,"Finance",4632.9956486554
12,"Florida",20244914,15.5072219578996,"Finance",3505.30508551432
